Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Status
dead-sea-mineral-mud,Dead Sea Mineral Mud,"<p>Our Dead Sea Mud is enriched with minerals to:</p>
<ol>
<li>Support skin health and vitality;</li>
<li>Exfoliate and cleanse the skin;</li>
<li>Relieve symptoms of eczema and psoriasis;</li>
<li>Pull out toxins and pollutants that are occluding the pores;</li>
<li>Reveal a healthier, nourished skin;</li>
<li>Improve blood circulation;</li>
<li>Hydrate the skin and aid in skin regeneration;</li>
<li>To support relief from muscle aches and stress tension.</li>
</ol>
<p><b>The Direction of Use:</b> Use Dead Sea Mineral Mud as a face or body mask, by applying and leaving on skin to dry, then rinse off. Moisturize with your favourite moisturizer to complete this refreshing feeling.</p>
<p><strong>Usage: </strong>Can add 5-100% in skin-care products.</p>
<p><strong>Ingredients: </strong>Dead Sea Mud</p>",All Naturals Cosmetics,Bulk- Face Care,"Bulk- Face Care, Bulk-Bath & Body, Spas & Salons",true,Size,50lbs,,,,,,,deny,manual,450.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/dead-sea-mineral-mud-1.jpg,1,Dead Sea Mineral Mud,active
dead-sea-mineral-mud,,,,,,,,25lbs,,,,,,,deny,manual,275.00,,true,true,,,,
dead-sea-mineral-mud,,,,,,,,8.8lbs,,,,,,,deny,manual,110.00,,true,true,,,,
dead-sea-salt-coarse-fine,Dead Sea Salt (Coarse & Fine),"<p>Our Dead Sea Salt (Coarse/Fine) is derived from River Jordan to balance your skin health as:</p>
<ol>
<li>It is rich in minerals inclusive of Sodium, Magnesium, Calcium, Potassium, Iodine, copper, Zinc, Cobalt, Nickel, Manganese and Iron;</li>
<li>These mineral elements provide some anti-bacterial, skin toning, and moisture retention effects</li>
<li>The magnesium helps in cell rejuvenation and the sodium assists the immune system;</li>
<li>These mineral elements work together as regulators of cell activity and daily functioning, relieving muscular pain and stabilizing fluid levels in the body.</li>
</ol>
<p><strong>Note:</strong> The coarse form of the Dead Sea Salt helps with body scrubbing and hence can be used for bathing while the fine form can be used for facial scrubbing.</p>
<p><em>You may try Dead Sea Salt as a body scrub, or just as a relaxing additive to your baths.</em></p>
<p><strong>How to use the Dead Sea Salt-</strong><strong>Body Soak Recipe:</strong></p>
<p>In a small bowl mix 6 drops of your favorite essential oil and 3 teaspoon honey into 2 cups Dead Sea Salts.</p>
<p>Climb into the bathwater and wet your body (don’t make the water too hot or you will get sleepy and not refreshed). Stand up in the bath and take a handful of the salt mixture at a time and scrub down your entire body. Let the mixture fall into the tub. Soak for no more than 25 minutes as this mixture is to refresh and rejuvenate. Finish by rubbing your entire body with Shea butter or one of our other oils such as Olive or Jojoba and allow it to absorb into your skin.</p>
<p><strong>Note:</strong> When ordering this product, please indicate if the coarse or fine form is preferred</p>",All Naturals Cosmetics,Bulk- Face Care,"Bulk- Face Care, Bulk-Bath & Body, Spas & Salons",true,Size,50lbs,,,,,,,deny,manual,135.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/dead-sea-salt_coarse-fine.jpg,1,Dead Sea Salt (Coarse & Fine),active
dead-sea-salt-coarse-fine,,,,,,,,8lbs,,,,,,,deny,manual,45.00,,true,true,,,,
dead-sea-salt-coarse-fine,,,,,,,,25lbs,,,,,,,deny,manual,95.00,,true,true,,,,
apricot-facial-scrub,Apricot Facial Scrub,"<p>In traditional Chinese medicine, apricots are considered helpful in regenerating body fluids, detoxifying, and quenching thirst. We have employed the Apricot shell in this face scrub to act as an abrasive material and thus help to remove imperfections, smoothen fine lines, clean off dirt and oil and revitalize your skin, leaving it soft and refreshed. Specially formulated to suit most skin types.</p>
<p><strong>Other Benefits:</strong></p>
<ol>
<li>Helps to remove dead skin;</li>
<li>Helps to cleanse &amp; expose new healthy skin;</li>
<li>Invigorating and revitalizing;</li>
<li>Helps to remove dead skin;</li>
<li>Helps to cleanse &amp; expose new healthy skin.</li>
</ol>
<p><strong>The Direction For Use:</strong> Simply apply a small amount to the skin and rub in a rotational pattern. Rinse after. Do not put in the eyes or mouth. Moisturize skin after this procedure</p>
<p><strong><span lang=""EN"">Ingredients:</span></strong> De-Ionized Water, Sucrose, Sodium Chloride (salt), Prunus armeniaca (Apricot) shell, Persea Gratissima (Avocado) Oil, Vitis Vinifera (Grapeseed) Oil, Simmondsia Chinensis (Jojoba) Beads, Caprylic/Capric Triglycerides, Vegetable Glycerine, Cannabis Sativa (Hemp) Seed Oil, Pumice Stone, Polysorbate 20, Cetyl Alcohol (Fatty Acid), Emulsifying Wax NF, Citrus Medica Limonum (Lemon) Blossom oil, Phenoxyethanol.</p>
<p>Essential and fragrant oils can be added in order to customize this product.</p>",All Naturals Cosmetics,Bulk- Face Care,"Bulk- Face Care, Bulk-Bath & Body, Spas & Salons",true,Size,50lbs,,,,,,,deny,manual,170.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/Apricot-Facial-Scrub.png,1,Apricot Facial Scrub,active
apricot-facial-scrub,,,,,,,,25lbs,,,,,,,deny,manual,110.00,,true,true,,,,
apricot-facial-scrub,,,,,,,,8.8lbs,,,,,,,deny,manual,75.00,,true,true,,,,
nigerian-scrub-kain-kain,Nigerian Scrub (Kain-Kain),"<p>An indigenious  Nigerian centuries&#8217; old scrub believed to harmonize skin with nature and made entirely from plants for:</p>
<ol>
<li>Exfoliating dead skin;</li>
<li>Reducing the appearance of signs of aging including wrinkles and lines;</li>
<li>Revealing brighter, well-nourished complexion;</li>
<li>Face, body and feet scrubbing.</li>
</ol>
<p><strong>The Direction of Use:</strong> It can be used dry or wet to gently scrub off dead skin that can add to the look of aging and lines. For face scrubbing, wet first to reduce harshness of the scrub. Frequent usage will reveal a brighter, well- nourished complexion.</p>",All Naturals Cosmetics,Family Body Care,"Family Body Care, Scrubs",true,Title,Default Title,,,,,,,deny,manual,7.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/kain_kain.png,1,Nigerian Scrub (Kain-Kain),active
ylang-ylang-essential-oil,Ylang Ylang Essential oil,"<p>Our Ylang Ylang Essential oil has a sweet, exotic, floral scent that is one of the most sought-after; infact, its flower petals are strewn upon the bed of newlyweds in some countries such as Indonesia.</p>
<p><strong>Botanical Name:</strong> <em>Cananga Odorata</em></p>
<p><strong>Main Constituents:</strong><br />
<strong>α-farnesene:</strong> 24.5%<br />
<strong>Benzyl Benzoate:</strong> 5.8%</p>
<p><strong>Plant Part:</strong> Flowers</p>
<p><strong>Origin:</strong> Madagascar</p>
<p><strong>Processing Method:</strong> Steam distilled</p>
<p><strong>Color:</strong> A thin, clear, pale yellow liquid</p>
<p><strong>Strength of Aroma:</strong> A  medium strength aroma</p>
<p><strong>Color:</strong> Pale to golden yellow clear liquid.</p>",All Naturals Cosmetics,Essential Oils & Fragrances,Essential Oils & Fragrances,true,Title,Default Title,,,,,,,deny,manual,50.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/ylang-ylang-essential-oil-629x627-1.jpg,1,Ylang Ylang Essential oil,active
vanilla-fragrant-oil,Vanilla Fragrant oil,"<p>Our unique blend of Vanilla fragrant oil is sweet and creamy with nuances of Coconut. It is amazing for use in potpouri, skin care, hair care, soaps and candles.</p>
<p>It was also once believed that Vanilla was a febrifuge, used to reduce fevers, though it is rarely used for any medicinal purposes other than as a pharmaceutical or cosmetics flavouring.</p>
<p><strong>Size:</strong> 100 ml</p>",All Naturals Cosmetics,Essential Oils & Fragrances,Essential Oils & Fragrances,true,Title,Default Title,,,,,,,deny,manual,12.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/vanilla-fragrant-oil_new.jpg,1,Vanilla Fragrant oil,active
orange-essential-oil,Orange Essential oil,"<p>Our Orange essential oil is cold-pressed and can be used in soaps, candles and creams.</p>
<p><strong>Botanical Name:</strong> <i>Citrus sinensis</i></p>
<p><strong><span style=""color: saddlebrown"">Main Constituents:</span></strong><br />
<strong><span style=""color: saddlebrown"">d-Limonene:</span></strong> 93.38%</p>
<p><strong>Plant Part:</strong> Fruit Peel</p>
<p><strong>Origin:</strong> Italy</p>
<p><strong>Processing Method:</strong> Cold Pressed, then steam distilled</p>
<p><strong>Color:</strong> A thin, dark orange to golden brown liquid.</p>
<p><strong>Strength of Aroma:</strong> Our Orange essential oil has a citrus smell like the orange peels from which it is derived, but more intense and concentrated.</p>
<p><strong>Size:</strong> 100ml</p>",All Naturals Cosmetics,Essential Oils & Fragrances,Essential Oils & Fragrances,true,Title,Default Title,,,,,,,deny,manual,15.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/sweet-orange-essential-oil-organic.jpg,1,Orange Essential oil,active
rosemary-essential-oil,Rosemary Essential oil,"<p>Our Rosemary Essential oil has a fresh, strong, woody and herbal scent.</p>
<p><strong>Botanical Name:</strong> <em>Rosmarinus Officinalis</em></p>
<p><strong>Main Constituents:</strong><br />
<strong>α -Pinene:</strong> 28.0%<br />
<strong>Camphor:</strong> 18.2%<br />
<strong>1,8-Cineol:</strong> 20.7%<br />
<strong>Camphene:</strong> 12.3%<br />
<strong>Limonene:</strong> 2.6%<br />
<strong>Linalool:</strong> 1.2%</p>
<p><strong>Plant Part:</strong> Herb</p>
<p><strong>Origin:</strong> Spain</p>
<p><strong>Processing Method:</strong> Steam Distilled</p>
<p><strong>Color :</strong> A thin, clear, colour-less to pale yellow liquid</p>
<p><strong>Strength of Aroma:</strong> Very strong aroma</p>
<p><strong>Note:</strong> Some users claim that it promotes hair growth, though there is not any scientific evidence to support this argument</p>",All Naturals Cosmetics,Essential Oils & Fragrances,Essential Oils & Fragrances,true,Title,Default Title,,,,,,,deny,manual,22.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/rosemary-essential-oil.jpg,1,Rosemary Essential oil,active
peppermint-essential-oil,Peppermint Essential oil,"<p>Our Peppermint Essential oil is antiseptic and antimicrobial in nature. It helps with wounds, bruises and joint problems. Essential in soap and shampoo preparations. Aroma is penetrating minty scent.</p>
<p><strong>Botanical Name:</strong> <i>Mentha arvensis</i></p>
<p><strong><span style=""color: saddlebrown"">Main Constituents:</span></strong><br />
<strong><span style=""color: saddlebrown"">Total Menthone:</span></strong> 32.6%<br />
<strong><span style=""color: saddlebrown"">l-Menthol:</span></strong> 41.0%</p>
<p><strong>Plant Part:</strong> Herb</p>
<p><strong>Origin:</strong> India</p>
<p><strong>Processing Method:</strong> Steam distilled</p>
<p><strong>Color:</strong> A thin, colorless to pale yellow liquid.</p>
<p><strong>Strength of Aroma:</strong> Peppermint has a sharp, penetrating scent based on its high menthol content, making it one of the most popular essential oils.</p>
<p><strong>Botanical Name:</strong> Mentha arvensis</p>
<p><strong>Plant Part:</strong> Herb</p>
<p><strong>Extraction Method:</strong> Steam distilled</p>
<p>Size: 100ml</p>",All Naturals Cosmetics,Essential Oils & Fragrances,Essential Oils & Fragrances,true,Title,Default Title,,,,,,,deny,manual,15.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/peppermint-essential-oil.jpg,1,Peppermint Essential oil,active
lemongrass-essential-oil,Lemongrass Essential oil,"<p>Our Lemongrass Essential oil is known for its invigorating, healing and antiseptic properties. It is amazing in facial toners and acne prone skin &amp; face care products. A great repellent of mosquitoes making it essential in summer skin care products as well. It can also be used in bath for soothing muscular and joints aches.</p>
<p>This plant is originally native to Asia but now found in Africa, and the West Indies.</p>
<p><strong>Main Constituents:</strong><br />
<strong>Citral:</strong> 72.5%</p>
<p><strong>Botanical Name:</strong> Cymbopogon flexuosus</p>
<p><strong>Plant Part:</strong> Leaves</p>
<p><strong>Extraction Method:</strong> Steam Distilled</p>
<p><strong>Origin:</strong> India</p>
<p><strong>Color:</strong> Yellow to brownish yellow liquid</p>
<p><strong>Strength of Aroma:</strong> Strong, fresh earthy citrusy scent</p>
<p><strong>Size</strong>: 100ml</p>",All Naturals Cosmetics,Essential Oils & Fragrances,Essential Oils & Fragrances,true,Title,Default Title,,,,,,,deny,manual,13.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/lemongrass-essential-oil.jpg,1,Lemongrass Essential oil,active
lavender-essential-oill,Lavender Essential oil,"<p>Our Lavender is comprised of 100% natural constituents (non-synthetic) and is blended to match the ideal percentage of Linalool and Linalyl acetate esters, to release the best of Lavender&#8217;s floral notes.</p>
<p>A winner with aromatherapic, ayurvedic and ancient therapeutic medicine. It has been credited for its anti-depressant, anti-convulsive, anti-septic, antiviral, anti-bacterial, analgesic properties. A double winner with skin care manufacturers for its ability to promote rapid healing and reduction of skin scarring &amp; burns.</p>
<p><strong>Botanical Name:</strong> <em>Lavandula officinalis</em></p>
<p><strong>Main Constituents:</strong><br />
<strong>Linalool:</strong> 29.5%<br />
<strong>Linalyl Acetate:</strong> 36.1%</p>
<p><strong>Plant Part:</strong> Flowers</p>
<p><strong>Origin:</strong> France</p>
<p><strong>Processing Method:</strong> Steam distilled</p>
<p><strong>Color:</strong> A thin, clear, colourless to pale yellow liquid.</p>
<p><strong>Strength of Aroma:</strong> It has a fresh, herbaceous, floral scent with a woody, balsamic undertone.</p>",All Naturals Cosmetics,Essential Oils & Fragrances,Essential Oils & Fragrances,true,Title,Default Title,,,,,,,deny,manual,30.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/lavender-essential-oil.jpg,1,Lavender Essential oil,active
grapefruit-essential-oil-pink,Grapefruit Essential Oil (Pink),"<p>Grapefruit Pink Essential oil is believed to ease muscle fatigue and stiffness. It also does wonder for oily and acne prone skin. It will prove valuable in toner, face wash and cellulite treatment formulations.</p>
<p><strong>Botanical Name:</strong> <em>Citrus paradisi</em></p>
<p><strong>Main Constituents:</strong><br />
<strong>Limonene:</strong> 93.75%</p>
<p><strong>Plant Part:</strong> Peel</p>
<p><strong>Origin:</strong> Mexico / Argentina</p>
<p><strong>Processing Method:</strong> Cold Pressed</p>
<p><strong>Color:</strong> A thin, pale yellow to reddish orange liquid</p>
<p><strong>Strength of Aroma:</strong> Medium strength- Grapefruit Pink has a fresh, sweet citrus smell that is very characteristic of the fruit</p>
<p><strong>Size</strong>: 100ml</p>",All Naturals Cosmetics,Essential Oils & Fragrances,Essential Oils & Fragrances,true,Title,Default Title,,,,,,,deny,manual,25.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/grapefruit-essential-oil-pink.jpg,1,Grapefruit Essential Oil (Pink),active
tea-tree-essential-oil,Tea Tree Essential Oil,"<p>Our Tea Tree Essential Oil <em>(undiluted)</em> is <strong>organic</strong> and contains constituents called terpenoids, which have been found to have antiseptic, anti-fungal, and antimicrobial properties and the reason for being widely used in skin product preparations, hair shampoos, and soaps- to ward off all three infectious organisms &#8211; bacteria, fungi, and viruses. It helps with skin &amp; scalp ailments including but not limited to acne, dandruff, lice, eczema, psoriasis, athlete&#8217;s foot, vaginitis, boils, thrush, yeast infection, etc.</p>
<p>Tea tree has a long history of traditional use dating back to the Australian aboriginals that use the tea tree leaves for healing skin cuts, burns, and infections by crushing the leaves and applying them to the affected area.</p>
<p><strong>Botanical Name:</strong> <i>Melaleuca alternifolia</i></p>
<p><strong><span style=""color: saddlebrown"">Main Constituents:</span></strong><br />
<strong><span style=""color: saddlebrown"">Terpinen-4-ol:</span></strong> 41.02%</p>
<p><strong>Plant Part:</strong> Leaves</p>
<p><strong>Product Texture:</strong> Liquid oil</p>
<p><strong>Origin:</strong> China</p>
<p><strong>Processing Method:</strong> Steam distilled</p>
<p><strong>Color:</strong> A thin, clear, pale yellow liquid</p>
<p><strong>What it does not contain:</strong> Hexane, harmful preservatives</p>
<p><strong>Strength of Aroma:</strong> Tea Tree has a fresh, slightly medicinal scent with characteristic woody, camphoraceous notes.</p>
<p><strong>Directions:</strong> For occasional use as an antiseptic: Dilute by adding 1-2 mL of product to about 30   mL of warm water. Cleanse the skin area before applying. Apply once daily to affected areas or as recommended by your doctor.</p>
<p>Can also be added to products for aroma purposes and/or be diluted with a carrier oil such as jojoba, grapeseed, olive, or almond oil prior to use. For already diluted tea Tree oil, <a href=""https://allnaturalscosmetics.com/product/tea-tree-oil/"">go here</a></p>",All Naturals Cosmetics,Essential Oils & Fragrances,Essential Oils & Fragrances,true,Title,Default Title,,,,,,,deny,manual,15.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/tea-tree-essential-oil.jpg,1,Tea Tree Essential Oil,active
